Hotel,Location,Star,Price Per Night,Restaurant,Free Breakfast,Pizza,Burger,Table Tennis,Horseback Riding,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,Amenities
City Crown Hotel,Jijiga,4,$700.00,Restaurant,Free Breakfast,Pizza,Burger, , ,Bicycle Riding, ,Swimming Pool,Free Cancellation,Free Wifi,Gym, , ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger,  ,  , Bicycle Riding,  , Swimming Pool, Free Cancellation, Free Wifi, Gym,  ,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Hamda Hotel,Jijiga,3,$400.00,Restaurant, , , , , , , , , , ,Gym, , ,Children activities, , , ,Parkinglot, , ,Twinbed, ,Bathroom, ,Refrigerator, ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , Gym,  ,  , Children activities,  ,  ,  , Parkinglot,  ,  , Twinbed,  , Bathroom,  , Refrigerator,  "
Zm International Hotel,Jijiga,4,$650.00,Restaurant,Free Breakfast,Pizza,Burger, , , , , , ,Free Wifi,Gym,Playstation, ,Children activities, ,Atm onsite,Laundryservice,Parkinglot, , , ,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  ,  ,  ,  , Free Wifi, Gym, Playstation,  , Children activities,  , Atm onsite, Laundryservice, Parkinglot,  ,  ,  , Airconditioner, Bathroom,  ,  ,  "
Agamos Hotel,Adigrat,4,$50.00,Restaurant, , ,Burger, , ,Bicycle Riding, ,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera,Children activities, ,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone, ,Showerchair,"Restaurant,  ,  , Burger,  ,  , Bicycle Riding,  , Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation, Cctv camera, Children activities,  , Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone,  , Showerchair"
Agoro Lodge,Adigrat,4,$600.00,Restaurant, ,Pizza,Burger, ,Horseback Riding,Bicycle Riding, ,Swimming Pool,Free Cancellation,Free Wifi,Gym, , ,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant,  , Pizza, Burger,  , Horseback Riding, Bicycle Riding,  , Swimming Pool, Free Cancellation, Free Wifi, Gym,  ,  , Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Canaan Hotel,Adigrat,4,"$1,232.00",Restaurant,Free Breakfast,Pizza,Burger,Table Tennis,Horseback Riding,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation, ,Children activities, ,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger, Table Tennis, Horseback Riding, Bicycle Riding, Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation,  , Children activities,  , Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Eve Hotel,Adigrat,3,$700.00,Restaurant,Free Breakfast, , , , , , ,Swimming Pool, ,Free Wifi, , , ,Children activities, ,Atm onsite, , , ,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  , Swimming Pool,  , Free Wifi,  ,  ,  , Children activities,  , Atm onsite,  ,  ,  , Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Gebreselassie Hotel,Adigrat,3,$650.00,Restaurant,Free Breakfast,Pizza, , , , , , , ,Free Wifi,Gym,Playstation, ,Children activities, , ,Laundryservice,Parkinglot, , ,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza,  ,  ,  ,  ,  ,  ,  , Free Wifi, Gym, Playstation,  , Children activities,  ,  , Laundryservice, Parkinglot,  ,  , Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Hohoma Hotel,Adigrat,3,$450.00,Restaurant, , , , , , ,Board Games, ,Free Cancellation,Free Wifi,Gym, , ,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant,  ,  ,  ,  ,  ,  , Board Games,  , Free Cancellation, Free Wifi, Gym,  ,  , Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Meaza Hotel,Alamata,3,"$1,270.00",Restaurant,Free Breakfast, , , , , , , ,Free Cancellation,Free Wifi,Gym, , ,Children activities, , , ,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  , Free Cancellation, Free Wifi, Gym,  ,  , Children activities,  ,  ,  , Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Raya Grand Resort Hotel,Alamata,4,$900.00,Restaurant,Free Breakfast, , , , ,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym, , , , , ,Laundryservice,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  , Bicycle Riding, Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym,  ,  ,  ,  ,  , Laundryservice, Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Gebar Sire Hotel,Shire,3,$750.00,Restaurant, , , , , , , , , ,Free Wifi, , , , , , , ,Parkinglot,Television,Doublebed, , ,Bathroom,Telephone, , ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  ,  ,  ,  ,  , Parkinglot, Television, Doublebed,  ,  , Bathroom, Telephone,  ,  "
Africa Hotel Shire,Shire,3,$650.00,Restaurant, , , , , , , , , ,Free Wifi, , ,Cctv camera,Children activities, ,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , ,Showerchair,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  , Cctv camera, Children activities,  , Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  , Showerchair"
Dejene Hotel And Spa,Shire,4,"$1,100.00",Restaurant,Free Breakfast,Pizza,Burger, , , ,Board Games, , , , , ,Cctv camera, , , , ,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone, ,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  , Board Games,  ,  ,  ,  ,  , Cctv camera,  ,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone,  , Showerchair"
Hadas Hotel,Shire,2,$700.00,Restaurant,Free Breakfast, , , , , , , , ,Free Wifi, , , , , , , ,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  ,  ,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed,  , Bathroom,  ,  ,  "
Ardi Hotel,Semera,4,$890.00,Restaurant, ,Pizza, , , ,Bicycle Riding,Board Games, , ,Free Wifi,Gym,Playstation, ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, ,Refrigerator,Showerchair,"Restaurant,  , Pizza,  ,  ,  , Bicycle Riding, Board Games,  ,  , Free Wifi, Gym, Playstation,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  , Refrigerator, Showerchair"
Dini Hotel,Semera,3,$780.00,Restaurant,Free Breakfast, , , ,Horseback Riding, ,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation, ,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot, ,Doublebed,Twinbed, ,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  ,  ,  , Horseback Riding,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation,  , Children activities, Freetaxiservice,  , Laundryservice, Parkinglot,  , Doublebed, Twinbed,  , Bathroom, Telephone, Refrigerator, Showerchair"
Kuriftu Resort,Bishoftu,4,"$4,160.00",Restaurant,Free Breakfast,Pizza,Burger, ,Horseback Riding,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation, , , ,Cctv camera, , ,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger,  , Horseback Riding, Bicycle Riding, Board Games, Swimming Pool, Free Cancellation,  ,  ,  , Cctv camera,  ,  , Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Babogaya Lake Viewpoint Lodge,Bishoftu,4,"$2,740.00",Restaurant,Free Breakfast,Pizza, , , ,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi, , , ,Children activities, , , ,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone, , ,"Restaurant, Free Breakfast, Pizza,  ,  ,  , Bicycle Riding, Board Games, Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  , Children activities,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone,  ,  "
Asham Africa Hotel,Bishoftu,4,"$3,253.00",Restaurant,Free Breakfast,Pizza,Burger,Table Tennis, ,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym, ,Cctv camera,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone, , ,"Restaurant, Free Breakfast, Pizza, Burger, Table Tennis,  , Bicycle Riding, Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym,  , Cctv camera, Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone,  ,  "
Wose Star Hotel,Hosaena,1,$656.00,Restaurant, , , , , , , , , ,Free Wifi, , , , , ,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed, , ,Bathroom, , , ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  ,  ,  , Atm onsite, Laundryservice, Parkinglot, Television, Doublebed,  ,  , Bathroom,  ,  ,  "
Lemma Inernational Hotel,Soddo,3,$50.00,Restaurant, , , , , , , , , ,Free Wifi, , , , , , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  ,  ,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Lewi Resort Wolaita,Soddo,4,$989.00,Restaurant, , , , , , , , , ,Free Wifi, , , , , , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  ,  ,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Nega International,Soddo,3,$754.00,Restaurant, ,Pizza, ,Table Tennis, , , , , ,Free Wifi, , , ,Children activities, ,Atm onsite, ,Parkinglot,Television,Doublebed, ,Airconditioner,Bathroom, , , ,"Restaurant,  , Pizza,  , Table Tennis,  ,  ,  ,  ,  , Free Wifi,  ,  ,  , Children activities,  , Atm onsite,  , Parkinglot, Television, Doublebed,  , Airconditioner, Bathroom,  ,  ,  "
